Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
12/03/2025,Brinjal,35,Ahmedabad,FAQ,Ahmedabad,1500,700,1200,Gujarat,Other
13/03/2025,Brinjal,35,Ahmedabad,FAQ,Ahmedabad,1500,500,1100,Gujarat,Other
25/03/2025,Brinjal,35,Ahmedabad,FAQ,Ahmedabad,1600,500,1150,Gujarat,Other
01/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,900,400,600,Gujarat,Other
17/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1200,500,900,Gujarat,Other
26/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1200,600,950,Gujarat,Other
06/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1200,500,750,Gujarat,Other
07/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1200,800,1000,Gujarat,Other
08/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1800,800,1400,Gujarat,Other
11/03/2025,Cauliflower,34,Ahmedabad,FAQ,Ahmedabad,1200,500,850,Gujarat,Other
05/03/2025,Guar,75,Ahmedabad,FAQ,Ahmedabad,10000,5000,8000,Gujarat,Other
20/03/2025,Guar,75,Ahmedabad,FAQ,Ahmedabad,9000,2500,7750,Gujarat,Other
22/03/2025,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,400,500,Gujarat,Other
24/03/2025,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,400,450,Gujarat,Other
05/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,2500,1000,2050,Gujarat,Other
06/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,2500,1200,2100,Gujarat,Other
07/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,2500,1200,1850,Gujarat,Other
05/03/2025,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,3500,1500,3250,Gujarat,Other
29/03/2025,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,4000,1000,2250,Gujarat,Other
05/03/2025,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,1800,500,1050,Gujarat,Other
15/03/2025,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,1500,500,1050,Gujarat,Other
28/03/2025,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2000,500,1250,Gujarat,Other
31/03/2025,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2000,600,1350,Gujarat,Other
13/03/2025,Tomato,78,Ahmedabad,FAQ,Ahmedabad,700,200,550,Gujarat,Other
22/03/2025,Tomato,78,Ahmedabad,FAQ,Ahmedabad,600,300,450,Gujarat,Other
15/03/2025,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,4000,2500,3500,Gujarat,Other
11/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,3000,1200,2450,Gujarat,Other
22/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,3500,1200,2450,Gujarat,Other
24/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,3500,800,2800,Gujarat,Other
31/03/2025,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,3200,1500,2700,Gujarat,Other
05/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5500,3500,4650,Gujarat,Other
11/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5500,3000,4250,Gujarat,Other
18/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5000,2000,4000,Gujarat,Other
24/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5000,2000,3850,Gujarat,Other
28/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5000,2500,4250,Gujarat,Other
31/03/2025,Bhindi(Ladies Finger),85,Ahmedabad,FAQ,Ahmedabad,5000,2500,4500,Gujarat,Other
11/03/2025,Banana - Green,90,Ahmedabad,FAQ,Ahmedabad,1800,1000,1650,Gujarat,Other
18/03/2025,Banana - Green,90,Ahmedabad,FAQ,Ahmedabad,2250,1200,2000,Gujarat,Other
31/03/2025,Banana - Green,90,Ahmedabad,FAQ,Ahmedabad,1500,1000,1350,Gujarat,Other
12/03/2025,Ginger(Green),103,Ahmedabad,FAQ,Ahmedabad,3800,3200,3650,Gujarat,Other
22/03/2025,Ginger(Green),103,Ahmedabad,FAQ,Ahmedabad,3500,3200,3400,Gujarat,Other
06/03/2025,Carrot,153,Ahmedabad,FAQ,Ahmedabad,1200,600,950,Gujarat,Other
08/03/2025,Carrot,153,Ahmedabad,FAQ,Ahmedabad,1200,700,1050,Gujarat,Other
13/03/2025,Carrot,153,Ahmedabad,FAQ,Ahmedabad,2000,600,950,Gujarat,Other
18/03/2025,Carrot,153,Ahmedabad,FAQ,Ahmedabad,2250,800,1000,Gujarat,Other
25/03/2025,Carrot,153,Ahmedabad,FAQ,Ahmedabad,1800,800,1500,Gujarat,Other
11/03/2025,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,2500,2000,2350,Gujarat,Other
13/03/2025,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,2500,1500,2250,Gujarat,Other
18/03/2025,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,2500,2000,2400,Gujarat,Other
27/03/2025,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,2300,1500,2100,Gujarat,Other
31/03/2025,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,2500,1800,2250,Gujarat,Other
01/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1200,600,1050,Gujarat,Other
04/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1500,600,950,Gujarat,Other
06/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1500,600,850,Gujarat,Other
08/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1500,600,900,Gujarat,Other
13/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1250,500,950,Gujarat,Other
18/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1500,700,900,Gujarat,Other
20/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1500,700,950,Gujarat,Other
22/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1000,600,850,Gujarat,Other
28/03/2025,Beetroot,157,Ahmedabad,FAQ,Ahmedabad,1250,500,800,Gujarat,Other
05/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,400,200,325,Gujarat,Other
06/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,400,200,325,Gujarat,Other
10/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,400,200,325,Gujarat,Other
12/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,400,200,325,Gujarat,Other
15/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,500,300,400,Gujarat,Other
17/03/2025,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,600,300,400,Gujarat,Other
06/03/2025,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,2200,1200,1900,Gujarat,Capsicum
11/03/2025,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,2800,1000,2700,Gujarat,Capsicum
12/03/2025,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,3000,1000,2750,Gujarat,Capsicum
15/03/2025,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,3500,1500,3200,Gujarat,Capsicum
25/03/2025,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,3000,1000,2350,Gujarat,Capsicum
07/03/2025,Drumstick,168,Ahmedabad,FAQ,Ahmedabad,4000,2500,3250,Gujarat,Other
10/03/2025,Drumstick,168,Ahmedabad,FAQ,Ahmedabad,4000,2000,3650,Gujarat,Other
20/03/2025,Drumstick,168,Ahmedabad,FAQ,Ahmedabad,2000,1000,1400,Gujarat,Other
22/03/2025,Drumstick,168,Ahmedabad,FAQ,Ahmedabad,2750,2000,2500,Gujarat,Other
24/03/2025,Drumstick,168,Ahmedabad,FAQ,Ahmedabad,2000,1000,1500,Gujarat,Other
04/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1000,500,750,Gujarat,Other
13/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1500,600,1200,Gujarat,Other
17/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,2000,500,1400,Gujarat,Other
18/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1500,600,1250,Gujarat,Other
20/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1800,600,1150,Gujarat,Other
25/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1500,600,1100,Gujarat,Other
28/03/2025,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,1800,600,1500,Gujarat,Other
03/03/2025,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,6000,4000,5500,Gujarat,Other
11/03/2025,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,6000,4000,4400,Gujarat,Other
25/03/2025,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,5000,3000,3400,Gujarat,Other
10/01/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,600,700,Gujarat,Other
12/01/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,700,500,600,Gujarat,Other
24/01/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,500,550,Gujarat,Other
25/01/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,500,650,Gujarat,Other
28/01/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,700,500,600,Gujarat,Other
01/02/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,400,550,Gujarat,Other
02/02/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,500,550,Gujarat,Other
03/02/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,700,500,600,Gujarat,Other
15/02/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,500,650,Gujarat,Other
20/02/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,500,700,Gujarat,Other
06/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,600,700,Gujarat,Other
08/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,500,750,Gujarat,Other
12/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,500,800,Gujarat,Other
13/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,600,700,Gujarat,Other
19/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,500,550,Gujarat,Other
27/04/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,500,650,Gujarat,Other
31/05/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,700,850,Gujarat,Other
07/06/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,500,800,Gujarat,Other
03/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1300,1000,1150,Gujarat,Other
06/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,500,800,Gujarat,Other
07/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1500,800,1350,Gujarat,Other
08/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1300,500,1000,Gujarat,Other
13/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1800,1000,1500,Gujarat,Other
14/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,2000,1500,1700,Gujarat,Other
15/07/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1800,1200,1600,Gujarat,Other
07/08/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,500,700,Gujarat,Other
10/08/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,700,400,600,Gujarat,Other
18/08/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,500,300,450,Gujarat,Other
25/08/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,400,500,Gujarat,Other
28/08/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,400,500,Gujarat,Other
01/09/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,500,400,450,Gujarat,Other
04/09/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,800,400,450,Gujarat,Other
14/09/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,500,300,400,Gujarat,Other
23/09/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,600,500,550,Gujarat,Other
05/10/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,500,800,Gujarat,Other
13/10/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,700,850,Gujarat,Other
02/11/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,400,1000,Gujarat,Other
23/11/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1300,1000,1150,Gujarat,Other
28/11/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,500,1050,Gujarat,Other
13/12/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,1000,1100,Gujarat,Other
14/12/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,600,1050,Gujarat,Other
16/12/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,700,1050,Gujarat,Other
18/12/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1000,700,900,Gujarat,Other
29/12/2023,Pumpkin,84,Ahmedabad,FAQ,Ahmedabad,1200,800,1050,Gujarat,Other
01/03/2025,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,2700,1200,1900,Gujarat,Other
07/03/2025,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,3000,2000,2500,Gujarat,Other
07/03/2025,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,5500,5000,5250,Gujarat,Other
12/03/2025,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,7500,6000,6750,Gujarat,Other
26/03/2025,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,6000,5000,5500,Gujarat,Other
29/03/2025,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,6500,5000,6000,Gujarat,Other
05/03/2025,Surat Beans (Papadi),300,Ahmedabad,FAQ,Ahmedabad,3000,1500,2250,Gujarat,Other
15/03/2025,Surat Beans (Papadi),300,Ahmedabad,FAQ,Ahmedabad,2000,1000,1750,Gujarat,Other
20/03/2025,Surat Beans (Papadi),300,Ahmedabad,FAQ,Ahmedabad,3500,2500,3250,Gujarat,Other
22/03/2025,Rat Tail Radish (Mogari),307,Ahmedabad,FAQ,Ahmedabad,2500,2000,2250,Gujarat,Other
01/03/2025,Tinda,349,Ahmedabad,FAQ,Ahmedabad,3000,2000,2650,Gujarat,Other
06/03/2025,Tinda,349,Ahmedabad,FAQ,Ahmedabad,2500,1500,2000,Gujarat,Other
08/03/2025,Tinda,349,Ahmedabad,FAQ,Ahmedabad,2500,2000,2350,Gujarat,Other
10/03/2025,Tinda,349,Ahmedabad,FAQ,Ahmedabad,3000,2000,2750,Gujarat,Other
20/03/2025,Tinda,349,Ahmedabad,FAQ,Ahmedabad,2800,1000,2300,Gujarat,Other
03/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1000,500,750,Gujarat,Other
04/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1500,700,1250,Gujarat,Other
15/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1500,700,1100,Gujarat,Other
19/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1200,600,950,Gujarat,Other
20/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1500,600,1100,Gujarat,Other
22/03/2025,Onion Green,358,Ahmedabad,FAQ,Ahmedabad,1200,600,950,Gujarat,Other
06/03/2025,Amla(Nelli Kai),355,Ahmedabad,FAQ,Ahmedabad,4000,2500,3650,Gujarat,Other
07/03/2025,Amla(Nelli Kai),355,Ahmedabad,FAQ,Ahmedabad,4500,2500,3500,Gujarat,Other
12/03/2025,Amla(Nelli Kai),355,Ahmedabad,FAQ,Ahmedabad,5000,2000,4000,Gujarat,Other
04/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,11000,5000,9500,Gujarat,Other
17/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,12000,5000,11000,Gujarat,Other
18/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,12000,3000,9500,Gujarat,Other
27/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,11000,6000,8750,Gujarat,Other
28/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,10000,6000,8250,Gujarat,Other
29/03/2025,Lemon,310,Ahmedabad,FAQ,Ahmedabad,11000,6000,8750,Gujarat,Other
08/03/2025,Pointed gourd (Parval),303,Ahmedabad,FAQ,Ahmedabad,5000,4000,4500,Gujarat,Other
12/03/2025,Pointed gourd (Parval),303,Ahmedabad,FAQ,Ahmedabad,5500,4000,4200,Gujarat,Other
20/03/2025,Pointed gourd (Parval),303,Ahmedabad,FAQ,Ahmedabad,6000,3000,3750,Gujarat,Other
26/03/2025,Pointed gourd (Parval),303,Ahmedabad,FAQ,Ahmedabad,6500,3500,4250,Gujarat,Other
06/03/2025,Yam (Ratalu),297,Ahmedabad,FAQ,Ahmedabad,4000,3500,3750,Gujarat,Other
10/03/2025,Yam (Ratalu),297,Ahmedabad,FAQ,Ahmedabad,4000,3500,3800,Gujarat,Other
13/03/2025,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,5500,4000,4850,Gujarat,Other
19/03/2025,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,4000,3000,3750,Gujarat,Other
22/03/2025,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,3000,1500,2250,Gujarat,Other
03/03/2025,Turmeric (raw),309,Ahmedabad,FAQ,Ahmedabad,3500,1500,3250,Gujarat,Other
11/03/2025,Turmeric (raw),309,Ahmedabad,FAQ,Ahmedabad,4000,3000,3650,Gujarat,Other
17/03/2025,Turmeric (raw),309,Ahmedabad,FAQ,Ahmedabad,3500,3000,3400,Gujarat,Other
03/03/2025,Turnip,341,Ahmedabad,FAQ,Ahmedabad,1200,1000,1150,Gujarat,Other
01/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1600,1200,1500,Gujarat,Other
07/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1500,1300,1400,Gujarat,Other
19/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1500,1000,1350,Gujarat,Other
22/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1600,1200,1450,Gujarat,Other
28/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1600,1200,1500,Gujarat,Other
29/03/2025,Papaya (Raw),313,Ahmedabad,FAQ,Ahmedabad,1500,1000,1400,Gujarat,Other
10/03/2025,Colacasia,318,Ahmedabad,FAQ,Ahmedabad,6000,5800,5900,Gujarat,Other
12/03/2025,Colacasia,318,Ahmedabad,FAQ,Ahmedabad,6000,5500,5850,Gujarat,Other
07/12/2024,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,3500,2500,3200,Gujarat,Other
18/12/2024,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,4500,3000,3850,Gujarat,Other
21/12/2024,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,4500,3500,4000,Gujarat,Other
27/12/2024,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,4500,1500,2750,Gujarat,Other
30/12/2024,Bitter gourd,81,Ahmedabad,FAQ,Ahmedabad,3000,2500,2850,Gujarat,Other
05/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,2500,1500,2050,Gujarat,Other
16/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,2200,1200,1700,Gujarat,Other
18/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,1800,1300,1600,Gujarat,Other
21/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,1200,500,1100,Gujarat,Other
27/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,800,400,500,Gujarat,Other
31/12/2024,Cabbage,154,Ahmedabad,FAQ,Ahmedabad,900,400,650,Gujarat,Other
04/12/2024,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,4000,3000,3750,Gujarat,Capsicum
05/12/2024,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,4000,2500,3750,Gujarat,Capsicum
06/12/2024,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,4000,3000,3500,Gujarat,Capsicum
23/12/2024,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,5500,4000,4900,Gujarat,Capsicum
30/12/2024,Capsicum,164,Ahmedabad,FAQ,Ahmedabad,3000,2500,2850,Gujarat,Capsicum
02/12/2024,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,3500,2000,2650,Gujarat,Other
05/12/2024,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,4000,2500,3000,Gujarat,Other
10/12/2024,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,2000,1000,1800,Gujarat,Other
12/12/2024,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,4000,3000,3750,Gujarat,Other
14/12/2024,French Beans (Frasbean),298,Ahmedabad,FAQ,Ahmedabad,3000,2500,2850,Gujarat,Other
02/12/2024,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,5000,4200,4500,Gujarat,Other
04/12/2024,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,4500,4000,4350,Gujarat,Other
05/12/2024,Elephant Yam (Suran),296,Ahmedabad,FAQ,Ahmedabad,5000,4500,4750,Gujarat,Other
02/12/2024,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2250,700,1350,Gujarat,Other
03/12/2024,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2000,600,1400,Gujarat,Other
05/12/2024,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,1500,500,1100,Gujarat,Other
20/12/2024,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2000,1500,1800,Gujarat,Other
21/12/2024,Bottle gourd,82,Ahmedabad,FAQ,Ahmedabad,2500,1000,1850,Gujarat,Other
06/12/2024,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,3000,1500,2300,Gujarat,Other
10/12/2024,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,2250,1000,1750,Gujarat,Other
13/12/2024,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,3200,1000,2950,Gujarat,Other
23/12/2024,Cucumbar(Kheera),159,Ahmedabad,FAQ,Ahmedabad,3000,1000,2400,Gujarat,Other
02/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,4500,1500,3650,Gujarat,Other
03/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,4500,2000,3700,Gujarat,Other
05/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,5000,2500,4350,Gujarat,Other
06/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,5000,2500,3800,Gujarat,Other
10/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,4500,2000,4050,Gujarat,Other
21/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,4500,2000,4000,Gujarat,Other
23/12/2024,Green Chilli,87,Ahmedabad,FAQ,Ahmedabad,5000,2000,4250,Gujarat,Other
02/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,7000,5500,6700,Gujarat,Other
03/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,6500,6000,6350,Gujarat,Other
05/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,10000,8000,9000,Gujarat,Other
06/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,9000,8000,8500,Gujarat,Other
17/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,8500,7000,7750,Gujarat,Other
18/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,10000,6500,7250,Gujarat,Other
31/12/2024,Mango (Raw-Ripe),172,Ahmedabad,FAQ,Ahmedabad,11000,8000,8750,Gujarat,Other
03/12/2024,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,9000,7000,8100,Gujarat,Other
07/12/2024,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,6500,5500,6000,Gujarat,Other
13/12/2024,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,6500,5000,5800,Gujarat,Other
27/12/2024,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,4200,3500,3900,Gujarat,Other
30/12/2024,Peas Wet,174,Ahmedabad,FAQ,Ahmedabad,4500,3800,4150,Gujarat,Other
03/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3200,2500,2900,Gujarat,Other
12/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3000,2000,2400,Gujarat,Other
17/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3250,2200,2400,Gujarat,Other
18/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3000,2200,2750,Gujarat,Other
21/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3000,1800,2800,Gujarat,Other
26/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3500,2200,2900,Gujarat,Other
27/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3000,2000,2750,Gujarat,Other
30/12/2024,Sweet Potato,152,Ahmedabad,FAQ,Ahmedabad,3000,2000,2700,Gujarat,Other
02/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,7000,4500,6350,Gujarat,Other
03/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,7000,4500,5850,Gujarat,Other
06/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,7000,6000,6500,Gujarat,Other
12/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,8000,4500,7000,Gujarat,Other
14/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,8000,5000,7250,Gujarat,Other
16/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,8500,5000,7250,Gujarat,Other
20/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,10000,6000,8000,Gujarat,Other
23/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,10000,6000,8000,Gujarat,Other
27/12/2024,Guar,75,Ahmedabad,FAQ,Ahmedabad,9000,6000,8000,Gujarat,Other
06/12/2024,Ginger(Green),103,Ahmedabad,FAQ,Ahmedabad,4000,3800,3900,Gujarat,Other
07/12/2024,Ginger(Green),103,Ahmedabad,FAQ,Ahmedabad,4000,3500,3800,Gujarat,Other
