CraneEventID,CraneID,VesselCallID,EventTime,ActiveMinutes,DowntimeMinutes,MovesCompleted,ShiftName
CE00379,QC06,VC00837,2025-06-08 03:32:00,438,36,51,Evening
CE00380,QC07,VC00979,2026-10-10 03:58:00,408,51,40,Evening
CE00381,QC05,VC00944,2025-06-01 20:28:00,375,13,62,Morning
CE00382,QC01,VC00673,2025-06-25 02:57:00,310,68,41,Evening
CE00383,QC01,VC00880,2026-02-20 05:43:00,376,82,64,Night
CE00384,QC06,VC00206,2025-04-16 00:40:00,371,36,77,Evening
CE00385,QC08,VC00375,2026-12-04 09:18:00,436,17,34,Evening
CE00386,QC05,VC00885,2026-10-25 03:02:00,322,9,32,Evening
CE00387,QC08,VC00739,2026-07-23 00:38:00,455,55,73,Evening
CE00388,QC04,VC00614,2026-11-24 11:45:00,406,30,50,Morning
CE00389,QC04,VC00456,2025-11-01 20:59:00,384,44,63,Night
CE00390,QC06,VC00742,2025-12-06 17:01:00,368,83,36,Night
CE00391,QC07,VC00728,2026-04-20 19:15:00,312,24,67,Morning
CE00392,QC01,VC00489,2025-01-28 17:22:00,378,39,35,Morning
CE00393,QC05,VC00117,2025-01-04 22:51:00,358,26,23,Evening
CE00394,QC04,VC00647,2026-10-21 19:01:00,477,53,57,Morning
CE00395,QC03,VC00206,2025-04-16 00:40:00,302,2,74,Morning
CE00396,QC06,VC00933,2025-09-22 12:27:00,442,18,30,Morning
CE00397,QC06,VC00796,2026-12-10 07:52:00,343,59,23,Morning
CE00398,QC01,VC00938,2026-07-27 05:11:00,433,10,73,Evening
CE00399,QC06,VC00929,2026-07-17 15:32:00,441,55,46,Morning
CE00400,QC05,VC00001,2026-01-17 05:29:00,314,10,39,Evening
CE00401,QC05,VC00364,2026-09-08 18:57:00,310,38,67,Morning
CE00402,QC07,VC00702,2025-01-01 07:57:00,330,4,33,Evening
CE00403,QC02,VC00311,2025-05-12 16:58:00,448,20,54,Evening
CE00404,QC01,VC00520,2026-10-31 11:15:00,475,40,26,Morning
CE00405,QC04,VC00525,2025-03-04 13:02:00,438,8,79,Morning
CE00406,QC04,VC00204,2025-04-02 21:30:00,399,70,72,Evening
CE00407,QC02,VC00313,2026-07-09 12:25:00,357,12,54,Evening
CE00408,QC03,VC00155,2026-03-18 09:11:00,449,41,63,Evening
CE00409,QC03,VC00831,2025-02-13 06:49:00,442,79,57,Morning
CE00410,QC02,VC00748,2026-01-24 09:38:00,408,85,66,Night
CE00411,QC05,VC00522,2025-09-30 09:41:00,345,48,20,Evening
CE00412,QC03,VC00089,2026-02-13 20:44:00,389,8,76,Evening
CE00413,QC08,VC00047,2026-10-09 06:26:00,404,78,71,Night
CE00414,QC08,VC00871,2025-07-05 10:13:00,315,71,35,Night
CE00415,QC07,VC00625,2026-07-09 05:30:00,445,49,22,Evening
CE00416,QC03,VC00232,2025-03-08 10:55:00,406,35,72,Evening
CE00417,QC07,VC00177,2026-01-25 05:12:00,464,7,60,Night
CE00418,QC08,VC00368,2025-08-18 19:24:00,379,60,45,Morning
CE00419,QC08,VC00312,2025-12-11 18:31:00,423,36,69,Night
CE00420,QC03,VC00482,2025-12-19 05:13:00,388,36,21,Evening
CE00421,QC02,VC00775,2025-05-01 06:05:00,357,70,39,Morning
CE00422,QC01,VC00243,2025-02-06 13:32:00,315,18,72,Evening
CE00423,QC04,VC00759,2026-01-31 18:51:00,330,15,64,Night
CE00424,QC08,VC00455,2026-08-20 15:39:00,436,56,59,Night
CE00425,QC01,VC00692,2026-09-07 23:01:00,315,73,73,Morning
CE00426,QC01,VC00265,2025-08-28 17:57:00,403,7,31,Night
CE00427,QC03,VC00884,2025-07-26 12:18:00,385,83,27,Evening
CE00428,QC01,VC00909,2025-11-05 08:31:00,363,48,67,Evening
CE00429,QC02,VC00758,2026-06-21 13:18:00,427,65,41,Night
CE00430,QC06,VC00189,2026-06-13 08:41:00,457,43,34,Evening
CE00431,QC08,VC00244,2025-08-21 23:58:00,305,38,34,Night
CE00432,QC02,VC00926,2026-05-29 14:50:00,383,21,25,Night
CE00433,QC01,VC00269,2026-09-28 13:07:00,303,11,31,Night
CE00434,QC01,VC00844,2025-08-22 21:06:00,426,75,24,Morning
CE00435,QC05,VC00344,2026-05-06 22:13:00,395,4,65,Morning
CE00436,QC08,VC00072,2026-09-23 22:01:00,399,27,24,Night
CE00437,QC03,VC00966,2025-10-07 01:56:00,435,23,38,Evening
CE00438,QC02,VC00215,2026-07-15 23:59:00,416,30,37,Night
CE00439,QC01,VC00320,2026-03-30 01:46:00,479,74,36,Night
CE00440,QC01,VC00484,2026-07-27 22:27:00,449,43,38,Morning
CE00441,QC08,VC00263,2026-01-08 14:08:00,310,19,57,Night
CE00442,QC08,VC00866,2026-05-06 12:26:00,355,50,57,Morning
CE00443,QC07,VC00047,2026-10-09 06:26:00,423,85,68,Evening
CE00444,QC04,VC00804,2026-06-04 15:52:00,425,64,27,Morning
CE00445,QC03,VC00923,2025-07-07 15:14:00,460,21,24,Night
CE00446,QC06,VC00230,2026-09-30 12:45:00,301,26,80,Evening
CE00447,QC01,VC00565,2026-10-22 12:50:00,372,45,31,Night
CE00448,QC06,VC00018,2025-08-06 11:33:00,354,45,76,Night
CE00449,QC03,VC00558,2026-03-30 10:32:00,312,77,64,Evening
CE00450,QC06,VC00111,2026-10-31 05:58:00,317,67,44,Evening
CE00451,QC02,VC00337,2025-10-02 09:35:00,456,1,29,Morning
CE00452,QC01,VC00263,2026-01-08 14:08:00,354,20,42,Night
CE00453,QC04,VC00748,2026-01-24 09:38:00,409,39,78,Evening
CE00454,QC03,VC00676,2026-06-03 02:21:00,471,42,26,Morning
CE00455,QC02,VC00030,2025-12-11 11:11:00,340,36,49,Night
CE00456,QC08,VC00345,2025-08-16 02:52:00,404,44,69,Night
CE00457,QC08,VC00319,2026-06-28 20:09:00,364,10,66,Evening
CE00458,QC02,VC00688,2026-06-05 08:56:00,381,84,26,Night
CE00459,QC06,VC00332,2026-11-05 07:44:00,416,44,76,Evening
CE00460,QC07,VC00330,2026-06-14 12:13:00,406,23,68,Night
CE00461,QC01,VC00394,2025-10-24 15:14:00,437,79,79,Evening
CE00462,QC06,VC00337,2025-10-02 09:35:00,456,65,45,Evening
CE00463,QC08,VC00906,2026-09-01 18:39:00,409,9,70,Night
CE00464,QC03,VC00306,2026-10-29 19:04:00,314,70,51,Evening
CE00465,QC04,VC00952,2025-07-01 07:33:00,336,2,56,Evening
CE00466,QC04,VC00932,2026-11-25 01:22:00,399,1,49,Night
CE00467,QC05,VC00914,2025-02-18 19:08:00,358,66,49,Evening
CE00468,QC02,VC00844,2025-08-22 21:06:00,303,68,31,Evening
CE00469,QC01,VC00182,2026-09-05 11:32:00,467,13,75,Evening
CE00470,QC05,VC00403,2025-04-23 13:48:00,388,86,54,Morning
CE00471,QC01,VC00310,2026-01-11 04:56:00,355,21,72,Night
CE00472,QC08,VC00853,2025-08-22 06:54:00,369,3,73,Night
CE00473,QC06,VC00177,2026-01-25 05:12:00,450,55,49,Morning
CE00474,QC07,VC00713,2026-07-28 21:09:00,335,10,29,Night
CE00475,QC02,VC00213,2026-11-06 12:43:00,388,76,55,Night
CE00476,QC02,VC00087,2025-02-19 01:05:00,330,83,59,Night
CE00477,QC07,VC00461,2025-12-17 11:25:00,387,68,77,Night
CE00478,QC05,VC00072,2026-09-23 22:01:00,390,49,62,Night
CE00479,QC03,VC00557,2026-09-16 00:24:00,348,13,29,Morning
CE00480,QC02,VC00403,2025-04-23 13:48:00,373,82,76,Evening
CE00481,QC07,VC00964,2025-04-30 05:11:00,442,87,39,Morning
CE00482,QC04,VC00351,2025-05-14 10:14:00,449,28,67,Morning
CE00483,QC03,VC00090,2026-05-27 22:10:00,336,1,49,Evening
CE00484,QC02,VC00755,2026-08-17 03:03:00,363,0,46,Evening
CE00485,QC01,VC00170,2025-02-21 15:22:00,321,28,31,Night
CE00486,QC02,VC00212,2026-05-09 17:50:00,468,41,54,Night
CE00487,QC02,VC00772,2025-01-12 10:04:00,378,48,33,Evening
CE00488,QC07,VC00686,2026-07-17 05:32:00,358,77,35,Morning
CE00489,QC03,VC00919,2026-10-06 08:53:00,477,47,35,Morning
CE00490,QC02,VC00224,2025-04-10 16:00:00,471,54,64,Evening
CE00491,QC02,VC00224,2025-04-10 16:00:00,434,51,44,Morning
CE00492,QC03,VC00470,2026-11-02 08:48:00,444,36,63,Evening
CE00493,QC07,VC00611,2026-10-18 11:26:00,334,68,65,Evening
CE00494,QC02,VC00003,2025-02-22 06:25:00,352,83,70,Night
CE00495,QC03,VC00092,2026-11-11 12:43:00,418,1,63,Night
CE00496,QC05,VC00297,2026-03-31 17:05:00,434,9,64,Morning
CE00497,QC03,VC00997,2025-06-13 09:41:00,394,74,79,Morning
CE00498,QC05,VC00137,2025-04-06 01:42:00,454,10,63,Evening
CE00499,QC02,VC00484,2026-07-27 22:27:00,410,65,55,Night
CE00500,QC08,VC00901,2025-04-12 02:51:00,436,82,28,Night
CE00501,QC02,VC00496,2026-05-19 02:27:00,476,20,47,Night
CE00502,QC08,VC00840,2025-09-20 23:56:00,313,34,44,Morning
CE00503,QC08,VC00134,2026-05-17 21:28:00,469,78,43,Night
CE00504,QC04,VC00857,2026-08-18 12:25:00,430,71,28,Night
CE00505,QC01,VC00415,2026-07-27 15:24:00,454,48,78,Night
CE00506,QC05,VC00124,2026-08-29 15:07:00,300,18,31,Night
CE00507,QC02,VC00197,2026-06-13 00:23:00,397,30,68,Evening
CE00508,QC03,VC00099,2025-12-09 05:40:00,467,8,67,Morning
CE00509,QC08,VC00297,2026-03-31 17:05:00,310,58,69,Night
CE00510,QC01,VC00082,2025-11-16 01:00:00,462,55,64,Evening
CE00511,QC07,VC00144,2026-02-16 14:18:00,422,7,73,Morning
CE00512,QC05,VC00085,2025-04-13 07:30:00,416,81,23,Morning
CE00513,QC08,VC00748,2026-01-24 09:38:00,308,54,59,Morning
CE00514,QC01,VC00566,2025-06-25 07:23:00,478,41,71,Morning
CE00515,QC04,VC00963,2026-02-04 04:21:00,377,26,21,Evening
CE00516,QC03,VC00578,2025-01-18 18:38:00,426,78,57,Morning
CE00517,QC04,VC00976,2026-04-15 12:45:00,359,84,33,Evening
CE00518,QC07,VC00438,2026-09-22 09:55:00,351,29,23,Evening
CE00519,QC02,VC00860,2026-06-02 11:17:00,361,65,62,Morning
CE00520,QC04,VC00174,2026-05-18 09:15:00,372,21,50,Morning
CE00521,QC01,VC00577,2026-06-06 02:48:00,427,60,68,Evening
CE00522,QC06,VC00558,2026-03-30 10:32:00,368,10,59,Morning
CE00523,QC04,VC00429,2026-03-05 21:58:00,340,69,25,Night
CE00524,QC02,VC00279,2025-07-05 01:05:00,393,13,22,Morning
CE00525,QC08,VC00764,2026-04-21 15:07:00,442,86,73,Evening
CE00526,QC02,VC00106,2026-05-23 05:25:00,367,11,79,Morning
CE00527,QC02,VC00576,2025-11-03 09:49:00,383,1,45,Morning
CE00528,QC02,VC00633,2026-07-08 13:39:00,452,32,30,Night
CE00529,QC07,VC00376,2025-06-23 06:37:00,397,66,72,Night
CE00530,QC06,VC00928,2025-06-23 08:15:00,388,59,73,Night
CE00531,QC07,VC00045,2025-11-25 06:33:00,366,79,39,Night
CE00532,QC06,VC00033,2026-09-28 00:41:00,304,10,57,Evening
CE00533,QC08,VC00896,2026-01-22 21:38:00,345,45,50,Morning
CE00534,QC01,VC00570,2025-08-31 22:47:00,459,82,58,Evening
CE00535,QC05,VC00887,2026-08-25 00:55:00,469,58,53,Night
CE00536,QC06,VC00265,2025-08-28 17:57:00,385,59,25,Evening
CE00537,QC04,VC00029,2025-10-17 03:22:00,413,1,35,Night
CE00538,QC03,VC00190,2026-04-16 20:33:00,416,49,45,Night
CE00539,QC06,VC00466,2025-05-08 05:23:00,405,32,28,Night
CE00540,QC04,VC00499,2025-02-07 14:47:00,455,66,51,Evening
CE00541,QC05,VC00145,2025-06-13 19:33:00,366,65,43,Morning
CE00542,QC03,VC00207,2025-12-07 20:28:00,364,48,26,Morning
CE00543,QC08,VC00628,2025-08-03 23:35:00,441,36,29,Evening
CE00544,QC01,VC00997,2025-06-13 09:41:00,457,27,30,Evening
CE00545,QC08,VC00132,2025-03-12 07:57:00,429,59,79,Night
CE00546,QC08,VC00271,2026-05-26 06:02:00,315,87,50,Night
CE00547,QC03,VC00830,2025-08-15 17:49:00,387,38,68,Night
CE00548,QC06,VC00671,2025-01-10 01:51:00,440,39,32,Morning
CE00549,QC06,VC00550,2026-06-10 12:46:00,351,87,72,Morning
CE00550,QC06,VC00877,2025-04-17 17:09:00,314,30,34,Night
CE00551,QC06,VC00239,2026-09-16 23:46:00,433,52,23,Morning
CE00552,QC05,VC00547,2025-06-04 08:00:00,452,72,47,Morning
CE00553,QC08,VC00566,2025-06-25 07:23:00,380,90,65,Morning
CE00554,QC08,VC00479,2026-11-17 16:54:00,319,67,50,Night
CE00555,QC02,VC00797,2025-09-17 07:59:00,359,87,44,Evening
CE00556,QC04,VC00308,2025-04-03 20:47:00,322,75,37,Morning
CE00557,QC01,VC00886,2025-07-18 02:48:00,445,77,53,Morning
CE00558,QC06,VC00636,2026-09-12 04:05:00,332,62,23,Evening
CE00559,QC03,VC00131,2025-03-24 00:18:00,372,56,62,Night
CE00560,QC05,VC00073,2026-08-27 12:56:00,350,57,25,Evening
CE00561,QC06,VC00277,2025-10-25 13:07:00,390,17,38,Evening
CE00562,QC03,VC00239,2026-09-16 23:46:00,393,0,59,Morning
CE00563,QC01,VC00314,2025-02-13 07:17:00,304,75,42,Night
CE00564,QC07,VC00255,2025-07-07 11:25:00,427,25,25,Night
CE00565,QC02,VC00298,2025-11-28 07:14:00,473,24,44,Evening
CE00566,QC06,VC00689,2026-07-31 01:57:00,467,25,45,Evening
CE00567,QC01,VC00762,2025-09-25 21:58:00,310,8,36,Night
CE00568,QC03,VC00637,2025-01-23 16:13:00,406,84,62,Night
CE00569,QC07,VC00551,2026-11-22 10:30:00,370,41,39,Morning
CE00570,QC07,VC00810,2026-08-27 08:10:00,308,58,63,Morning
CE00571,QC07,VC00869,2026-05-08 01:03:00,303,79,41,Evening
CE00572,QC08,VC00319,2026-06-28 20:09:00,431,12,35,Evening
CE00573,QC04,VC00329,2025-05-08 04:16:00,447,75,27,Evening
CE00574,QC08,VC00321,2026-04-18 05:57:00,436,73,62,Morning
CE00575,QC01,VC00214,2025-06-27 05:14:00,325,40,43,Night
CE00576,QC05,VC00246,2025-07-26 22:01:00,364,17,77,Morning
CE00577,QC02,VC00128,2026-09-12 07:54:00,447,75,78,Morning
CE00578,QC01,VC00569,2025-10-24 19:12:00,450,34,56,Morning
CE00579,QC06,VC00224,2025-04-10 16:00:00,355,86,54,Night
CE00580,QC02,VC00890,2025-07-18 08:12:00,443,1,30,Morning
CE00581,QC02,VC00501,2026-10-10 08:37:00,470,55,28,Morning
CE00582,QC02,VC00212,2026-05-09 17:50:00,435,79,34,Night
CE00583,QC02,VC00831,2025-02-13 06:49:00,344,7,20,Morning
CE00584,QC01,VC00452,2025-06-28 06:24:00,349,79,54,Night
CE00585,QC07,VC00338,2026-11-02 11:34:00,381,24,66,Morning
CE00586,QC07,VC00786,2026-08-28 22:50:00,380,84,34,Night
CE00587,QC04,VC00101,2026-07-22 08:59:00,325,19,39,Morning
CE00588,QC02,VC00050,2026-01-22 10:21:00,460,35,55,Night
CE00589,QC04,VC00879,2026-07-29 22:30:00,363,14,35,Night
CE00590,QC07,VC00927,2025-01-10 22:01:00,372,26,36,Night
CE00591,QC01,VC00688,2026-06-05 08:56:00,432,29,61,Morning
CE00592,QC02,VC00950,2026-06-23 13:35:00,471,34,58,Night
CE00593,QC06,VC00509,2026-07-07 12:48:00,384,56,70,Morning
CE00594,QC06,VC00237,2026-05-15 05:43:00,322,70,67,Night
CE00595,QC08,VC00623,2026-01-09 11:44:00,327,28,50,Morning
CE00596,QC07,VC00805,2025-08-10 09:44:00,455,77,30,Morning
CE00597,QC03,VC00268,2025-01-16 16:43:00,478,60,42,Morning
CE00598,QC06,VC00693,2025-12-10 14:10:00,354,26,65,Evening
CE00599,QC01,VC00166,2026-02-27 19:42:00,412,26,28,Night
CE00600,QC07,VC00057,2026-09-08 06:16:00,335,76,54,Evening
CE00601,QC07,VC00207,2025-12-07 20:28:00,478,77,58,Evening
CE00602,QC06,VC00332,2026-11-05 07:44:00,454,86,54,Night
CE00603,QC01,VC00532,2026-01-04 15:40:00,476,69,40,Evening
CE00604,QC08,VC00390,2026-10-15 06:06:00,335,54,47,Morning
CE00605,QC05,VC00501,2026-10-10 08:37:00,389,82,45,Evening
CE00606,QC01,VC00431,2026-02-20 08:50:00,336,23,60,Morning
CE00607,QC02,VC00717,2025-12-04 11:47:00,400,79,69,Night
CE00608,QC02,VC00093,2025-01-13 23:28:00,398,52,68,Night
CE00609,QC05,VC00114,2025-05-06 05:18:00,322,3,51,Night
CE00610,QC06,VC00615,2025-02-20 03:43:00,433,65,69,Evening
CE00611,QC04,VC00791,2025-11-05 22:46:00,467,27,72,Evening
CE00612,QC04,VC00814,2025-08-31 09:23:00,439,30,31,Night
CE00613,QC03,VC00577,2026-06-06 02:48:00,477,4,28,Morning
CE00614,QC01,VC00903,2026-11-03 10:12:00,362,57,52,Evening
CE00615,QC05,VC00027,2025-06-24 06:43:00,467,88,71,Morning
CE00616,QC04,VC00931,2025-01-07 07:30:00,436,90,39,Night
CE00617,QC03,VC00355,2025-09-12 15:11:00,428,6,76,Evening
CE00618,QC04,VC00293,2025-03-20 20:01:00,467,85,73,Evening
CE00619,QC05,VC00924,2026-04-04 02:02:00,388,11,27,Evening
CE00620,QC04,VC00442,2026-01-18 02:46:00,449,66,46,Evening
CE00621,QC07,VC00584,2026-05-04 22:07:00,396,44,26,Night
CE00622,QC05,VC00463,2026-05-28 12:21:00,364,69,40,Night
CE00623,QC06,VC00564,2026-11-20 10:38:00,334,17,23,Evening
CE00624,QC03,VC00162,2025-08-05 20:36:00,306,37,66,Evening
CE00625,QC08,VC00368,2025-08-18 19:24:00,477,17,44,Evening
CE00626,QC02,VC00378,2026-05-28 09:21:00,425,66,46,Evening
CE00627,QC01,VC00370,2026-08-26 16:21:00,429,82,40,Night
CE00628,QC01,VC00919,2026-10-06 08:53:00,389,57,48,Morning
CE00629,QC06,VC00909,2025-11-05 08:31:00,422,40,66,Night
CE00630,QC08,VC00852,2025-02-11 08:03:00,443,83,60,Night
CE00631,QC06,VC00786,2026-08-28 22:50:00,368,15,26,Night
CE00632,QC08,VC00391,2026-03-04 22:38:00,376,6,65,Evening
CE00633,QC01,VC00195,2025-09-19 00:56:00,329,80,58,Night
CE00634,QC04,VC00780,2026-06-21 09:40:00,405,29,41,Morning
CE00635,QC03,VC00699,2025-07-04 13:00:00,362,47,75,Morning
CE00636,QC06,VC00077,2026-10-07 19:34:00,383,81,77,Morning
CE00637,QC04,VC00361,2026-02-21 23:29:00,442,58,28,Evening
CE00638,QC07,VC00617,2026-11-16 08:51:00,400,37,43,Evening
CE00639,QC04,VC00388,2025-10-19 13:34:00,384,68,76,Evening
CE00640,QC06,VC00942,2025-07-06 09:24:00,470,30,70,Morning
CE00641,QC02,VC00189,2026-06-13 08:41:00,447,9,34,Evening
CE00642,QC04,VC00958,2026-05-15 07:28:00,359,12,46,Evening
CE00643,QC05,VC00004,2026-11-30 07:29:00,418,63,60,Night
CE00644,QC01,VC00538,2025-11-12 18:23:00,415,50,55,Morning
CE00645,QC07,VC00829,2026-04-28 19:03:00,398,51,53,Evening
CE00646,QC07,VC00274,2026-08-27 07:29:00,389,14,78,Night
CE00647,QC03,VC00830,2025-08-15 17:49:00,341,23,24,Evening
CE00648,QC08,VC00380,2025-05-08 08:24:00,379,68,28,Night
CE00649,QC07,VC00189,2026-06-13 08:41:00,336,66,78,Night
CE00650,QC04,VC00528,2026-11-21 00:56:00,391,69,28,Night
CE00651,QC02,VC00475,2026-09-01 15:52:00,330,65,49,Morning
CE00652,QC03,VC00556,2025-01-01 06:16:00,350,35,55,Evening
CE00653,QC02,VC00037,2025-04-05 07:49:00,476,57,24,Morning
CE00654,QC08,VC00366,2026-07-22 15:17:00,476,33,35,Evening
CE00655,QC05,VC00441,2026-02-08 02:45:00,369,20,23,Night
CE00656,QC07,VC00701,2026-02-25 11:37:00,478,47,72,Morning
CE00657,QC07,VC00986,2026-05-25 00:36:00,416,72,76,Evening
CE00658,QC08,VC00822,2026-07-20 07:53:00,460,83,21,Night
CE00659,QC01,VC00951,2025-11-25 10:12:00,320,4,40,Night
CE00660,QC07,VC00319,2026-06-28 20:09:00,341,47,74,Night
CE00661,QC01,VC00653,2026-01-27 03:59:00,310,87,67,Evening
CE00662,QC05,VC00836,2026-12-06 18:37:00,412,13,65,Evening
CE00663,QC01,VC00509,2026-07-07 12:48:00,389,39,70,Evening
CE00664,QC02,VC00453,2025-07-21 17:42:00,315,86,48,Night
CE00665,QC01,VC00180,2025-04-22 13:41:00,348,45,60,Evening
CE00666,QC03,VC00672,2026-11-04 07:50:00,319,59,51,Morning
CE00667,QC07,VC00908,2026-12-05 20:41:00,389,47,55,Evening
CE00668,QC07,VC00481,2026-08-02 02:10:00,300,34,53,Night
CE00669,QC07,VC00443,2025-12-07 04:39:00,339,49,39,Morning
CE00670,QC02,VC00331,2025-08-20 15:44:00,327,38,29,Morning
CE00671,QC06,VC00208,2026-06-13 09:30:00,451,88,80,Evening
CE00672,QC02,VC00829,2026-04-28 19:03:00,466,20,60,Morning
CE00673,QC01,VC00889,2026-10-13 08:29:00,368,59,35,Evening
CE00674,QC07,VC00643,2026-07-13 00:41:00,302,25,45,Evening
CE00675,QC07,VC00362,2026-07-26 01:40:00,382,39,61,Evening
CE00676,QC04,VC00682,2026-11-14 03:38:00,378,19,79,Night
CE00677,QC01,VC00051,2025-09-03 02:04:00,479,2,80,Morning
CE00678,QC08,VC00180,2025-04-22 13:41:00,329,38,45,Evening
CE00679,QC06,VC00254,2026-10-17 04:19:00,423,41,54,Night
CE00680,QC02,VC00460,2026-09-02 19:35:00,331,3,75,Morning
CE00681,QC08,VC00762,2025-09-25 21:58:00,318,73,30,Evening
CE00682,QC05,VC00194,2026-02-28 12:53:00,345,51,70,Morning
CE00683,QC01,VC00528,2026-11-21 00:56:00,321,58,23,Evening
CE00684,QC06,VC00719,2025-06-16 20:39:00,410,58,26,Morning
CE00685,QC02,VC00668,2025-09-07 15:07:00,396,67,50,Morning
CE00686,QC04,VC00304,2026-04-06 23:41:00,397,0,47,Morning
CE00687,QC02,VC00771,2025-03-24 03:55:00,458,12,51,Evening
CE00688,QC08,VC00305,2026-09-22 05:56:00,425,64,79,Night
CE00689,QC01,VC00831,2025-02-13 06:49:00,304,42,74,Morning
CE00690,QC02,VC00148,2026-07-07 08:03:00,476,24,37,Evening
CE00691,QC05,VC00217,2025-09-06 11:36:00,369,15,68,Evening
CE00692,QC03,VC00554,2026-09-04 20:15:00,340,71,75,Night
CE00693,QC02,VC00833,2026-05-26 22:49:00,405,46,56,Evening
CE00694,QC01,VC00483,2026-06-27 15:16:00,386,37,78,Night
CE00695,QC04,VC00863,2026-03-09 09:03:00,479,61,51,Morning
CE00696,QC05,VC00381,2026-06-28 02:21:00,384,45,20,Night
CE00697,QC07,VC00183,2025-07-24 08:00:00,375,90,28,Morning
CE00698,QC03,VC00931,2025-01-07 07:30:00,396,70,61,Evening
CE00699,QC04,VC00529,2025-03-08 08:54:00,376,65,80,Night
CE00700,QC08,VC00121,2026-09-05 04:35:00,395,67,43,Night
CE00701,QC04,VC00449,2026-04-26 04:42:00,367,10,43,Morning
CE00702,QC05,VC00819,2025-12-21 16:59:00,441,9,47,Morning
CE00703,QC05,VC00543,2026-07-01 15:23:00,331,64,53,Evening
CE00704,QC04,VC00288,2026-03-14 21:31:00,428,16,21,Night
CE00705,QC07,VC00693,2025-12-10 14:10:00,325,57,68,Evening
CE00706,QC01,VC00892,2026-04-03 10:48:00,381,89,71,Morning
CE00707,QC04,VC00611,2026-10-18 11:26:00,395,1,52,Night
CE00708,QC03,VC00204,2025-04-02 21:30:00,347,90,61,Morning
CE00709,QC03,VC00290,2026-08-07 10:43:00,372,47,76,Night
CE00710,QC03,VC00317,2026-10-12 07:48:00,456,50,41,Evening
CE00711,QC05,VC00555,2026-11-11 01:39:00,378,18,21,Evening
CE00712,QC07,VC00593,2025-10-08 20:12:00,427,4,70,Evening
CE00713,QC03,VC00479,2026-11-17 16:54:00,379,87,46,Evening
CE00714,QC02,VC00123,2025-03-25 05:35:00,369,54,51,Night
CE00715,QC04,VC00936,2025-03-13 16:00:00,441,87,54,Evening
CE00716,QC07,VC00273,2025-03-26 11:48:00,439,50,48,Night
CE00717,QC02,VC00705,2026-05-26 05:06:00,365,70,44,Morning
CE00718,QC06,VC00967,2025-06-30 10:32:00,404,90,30,Morning
CE00719,QC01,VC00280,2026-05-28 22:11:00,301,33,74,Morning
CE00720,QC04,VC00371,2026-09-07 02:44:00,384,14,62,Morning
CE00721,QC01,VC00344,2026-05-06 22:13:00,403,82,31,Evening
CE00722,QC05,VC00169,2025-07-07 20:49:00,444,47,48,Night
CE00723,QC03,VC00192,2026-09-27 12:35:00,302,21,49,Night
CE00724,QC02,VC00287,2025-03-19 02:41:00,323,31,36,Morning
CE00725,QC07,VC00820,2026-11-11 17:42:00,358,9,77,Morning
CE00726,QC07,VC00900,2026-01-13 12:08:00,339,7,52,Morning
CE00727,QC07,VC00669,2025-12-29 10:15:00,303,43,36,Night
CE00728,QC08,VC00703,2026-10-03 14:34:00,332,20,29,Evening
CE00729,QC08,VC00848,2025-04-18 09:28:00,427,20,67,Evening
CE00730,QC04,VC00358,2025-12-25 08:40:00,374,69,31,Evening
CE00731,QC08,VC00510,2026-10-12 15:33:00,396,39,66,Morning
CE00732,QC05,VC00879,2026-07-29 22:30:00,462,79,47,Night
CE00733,QC06,VC00543,2026-07-01 15:23:00,480,78,43,Evening
CE00734,QC02,VC00588,2025-06-06 18:27:00,374,50,72,Morning
CE00735,QC05,VC00386,2025-12-08 21:12:00,472,85,63,Night
CE00736,QC04,VC00308,2025-04-03 20:47:00,302,79,48,Evening
CE00737,QC08,VC00570,2025-08-31 22:47:00,480,66,20,Evening
CE00738,QC04,VC00801,2026-09-12 12:13:00,320,61,55,Night
CE00739,QC08,VC00693,2025-12-10 14:10:00,435,28,64,Evening
CE00740,QC07,VC00110,2026-05-22 17:04:00,351,73,30,Evening
CE00741,QC03,VC00684,2025-12-14 08:33:00,449,82,24,Night
CE00742,QC04,VC00317,2026-10-12 07:48:00,432,63,62,Evening
CE00743,QC02,VC00767,2025-11-28 21:45:00,325,50,43,Evening
CE00744,QC01,VC00120,2025-03-13 14:34:00,430,78,22,Evening
CE00745,QC02,VC00282,2025-02-01 03:02:00,303,38,57,Morning
CE00746,QC04,VC00979,2026-10-10 03:58:00,330,23,72,Evening
CE00747,QC08,VC00494,2025-02-09 13:58:00,410,9,68,Morning
CE00748,QC08,VC00372,2025-11-20 14:17:00,389,90,37,Morning
CE00749,QC07,VC00163,2026-04-07 23:56:00,333,0,34,Evening
CE00750,QC04,VC00585,2025-09-09 05:56:00,391,54,41,Evening
CE00751,QC03,VC00984,2025-04-30 11:52:00,334,35,56,Morning
CE00752,QC06,VC00014,2025-09-23 14:46:00,303,74,46,Night
CE00753,QC01,VC00519,2025-01-07 14:21:00,312,18,45,Night
CE00754,QC06,VC00994,2026-02-14 23:31:00,325,18,26,Morning
CE00755,QC04,VC00803,2025-04-27 15:58:00,310,69,72,Morning
CE00756,QC02,VC00707,2026-07-31 13:32:00,455,53,56,Night
CE00757,QC02,VC00414,2026-10-07 05:36:00,351,80,47,Evening
CE00758,QC06,VC00441,2026-02-08 02:45:00,461,18,68,Morning
