MaintenanceID,EquipmentID,StartTime,EndTime,MaintenanceType,FailureReason,DowntimeHours,Cost
M00263,QC06,2026-02-05 12:00:00,2026-02-05 22:00:00,Preventive,Mechanical Wear,10.0,64001
M00264,E017,2026-02-05 08:00:00,2026-02-05 09:00:00,Corrective,Routine,1.0,36005
M00265,QC06,2026-08-02 10:00:00,2026-08-02 12:00:00,Corrective,Mechanical Wear,2.0,41116
M00266,QC06,2025-02-15 07:00:00,2025-02-15 11:00:00,Preventive,Mechanical Wear,4.0,33299
M00267,E011,2026-05-09 17:00:00,2026-05-09 18:00:00,Preventive,Mechanical Wear,1.0,21121
M00268,QC05,2025-05-30 15:00:00,2025-05-31 00:00:00,Preventive,Mechanical Wear,9.0,46272
M00269,QC07,2025-05-03 21:00:00,2025-05-04 04:00:00,Corrective,Routine,7.0,97949
M00270,E003,2025-12-26 08:00:00,2025-12-26 09:00:00,Preventive,Hydraulic Fault,1.0,20899
M00271,QC08,2025-03-31 19:00:00,2025-04-01 00:00:00,Preventive,Routine,5.0,93544
M00272,E006,2025-11-21 22:00:00,2025-11-22 01:00:00,Corrective,Hydraulic Fault,3.0,55263
M00273,QC05,2026-01-19 15:00:00,2026-01-19 19:00:00,Preventive,Hydraulic Fault,4.0,92058
M00274,E011,2025-11-12 21:00:00,2025-11-13 08:00:00,Preventive,Mechanical Wear,11.0,72204
M00275,QC08,2025-06-06 15:00:00,2025-06-06 21:00:00,Preventive,Electrical Failure,6.0,12658
M00276,QC03,2025-04-08 23:00:00,2025-04-09 09:00:00,Preventive,Routine,10.0,32339
M00277,E003,2025-02-10 21:00:00,2025-02-11 08:00:00,Corrective,Hydraulic Fault,11.0,59337
M00278,E004,2025-11-08 20:00:00,2025-11-08 22:00:00,Preventive,Electrical Failure,2.0,34299
M00279,QC01,2025-01-18 13:00:00,2025-01-18 21:00:00,Corrective,Hydraulic Fault,8.0,62880
M00280,E016,2026-06-21 10:00:00,2026-06-21 22:00:00,Corrective,Mechanical Wear,12.0,13834
M00281,QC04,2025-03-29 15:00:00,2025-03-29 16:00:00,Corrective,Hydraulic Fault,1.0,87198
M00282,E013,2026-06-12 22:00:00,2026-06-13 02:00:00,Preventive,Routine,4.0,32118
M00283,QC03,2025-03-14 17:00:00,2025-03-15 04:00:00,Preventive,Routine,11.0,80882
M00284,E017,2025-11-20 18:00:00,2025-11-21 01:00:00,Corrective,Hydraulic Fault,7.0,64952
M00285,E008,2026-07-10 18:00:00,2026-07-11 00:00:00,Preventive,Electrical Failure,6.0,32702
M00286,QC08,2025-04-05 23:00:00,2025-04-06 00:00:00,Preventive,Routine,1.0,15797
M00287,E004,2026-01-21 09:00:00,2026-01-21 19:00:00,Corrective,Hydraulic Fault,10.0,76742
M00288,QC07,2026-07-07 22:00:00,2026-07-08 07:00:00,Corrective,Electrical Failure,9.0,67871
M00289,E012,2025-12-18 13:00:00,2025-12-18 22:00:00,Preventive,Hydraulic Fault,9.0,86998
M00290,E011,2025-06-19 23:00:00,2025-06-20 01:00:00,Preventive,Electrical Failure,2.0,91249
M00291,E004,2026-03-06 20:00:00,2026-03-07 05:00:00,Corrective,Routine,9.0,52072
M00292,E015,2026-06-03 20:00:00,2026-06-04 06:00:00,Preventive,Electrical Failure,10.0,10038
M00293,E020,2026-09-09 19:00:00,2026-09-10 06:00:00,Preventive,Electrical Failure,11.0,14050
M00294,QC01,2026-02-02 07:00:00,2026-02-02 19:00:00,Preventive,Electrical Failure,12.0,88749
M00295,QC03,2025-01-15 14:00:00,2025-01-15 20:00:00,Preventive,Routine,6.0,51206
M00296,E006,2026-08-17 08:00:00,2026-08-17 17:00:00,Corrective,Hydraulic Fault,9.0,58387
M00297,E007,2026-03-10 22:00:00,2026-03-11 06:00:00,Corrective,Electrical Failure,8.0,97485
M00298,E020,2026-05-16 05:00:00,2026-05-16 15:00:00,Corrective,Routine,10.0,32625
M00299,E014,2025-11-18 23:00:00,2025-11-19 03:00:00,Corrective,Routine,4.0,99888
M00300,E008,2025-10-21 19:00:00,2025-10-22 07:00:00,Preventive,Electrical Failure,12.0,35033
M00301,QC01,2025-12-10 08:00:00,2025-12-10 20:00:00,Preventive,Hydraulic Fault,12.0,13408
M00302,E002,2026-09-08 20:00:00,2026-09-08 22:00:00,Preventive,Routine,2.0,71051
M00303,E008,2025-03-01 12:00:00,2025-03-01 21:00:00,Corrective,Routine,9.0,30973
M00304,E003,2025-04-21 16:00:00,2025-04-21 21:00:00,Corrective,Routine,5.0,42095
M00305,E010,2025-08-23 14:00:00,2025-08-23 15:00:00,Corrective,Hydraulic Fault,1.0,74018
M00306,E010,2025-05-22 07:00:00,2025-05-22 14:00:00,Preventive,Electrical Failure,7.0,77652
M00307,E013,2025-09-19 14:00:00,2025-09-19 23:00:00,Preventive,Routine,9.0,68483
M00308,E011,2025-03-18 13:00:00,2025-03-18 17:00:00,Corrective,Mechanical Wear,4.0,65573
M00309,E004,2025-01-16 11:00:00,2025-01-16 14:00:00,Corrective,Hydraulic Fault,3.0,26237
M00310,QC05,2025-07-06 14:00:00,2025-07-07 01:00:00,Corrective,Hydraulic Fault,11.0,63044
M00311,E012,2025-01-03 09:00:00,2025-01-03 16:00:00,Preventive,Hydraulic Fault,7.0,16986
M00312,E012,2025-11-10 09:00:00,2025-11-10 21:00:00,Preventive,Routine,12.0,97288
M00313,E016,2025-02-19 03:00:00,2025-02-19 08:00:00,Preventive,Electrical Failure,5.0,83993
M00314,E010,2025-01-02 19:00:00,2025-01-02 20:00:00,Preventive,Routine,1.0,56289
M00315,E006,2026-08-13 19:00:00,2026-08-14 07:00:00,Preventive,Routine,12.0,43517
M00316,QC02,2025-02-08 13:00:00,2025-02-08 15:00:00,Preventive,Hydraulic Fault,2.0,66948
M00317,QC04,2026-05-13 17:00:00,2026-05-13 20:00:00,Corrective,Mechanical Wear,3.0,73707
M00318,E003,2025-05-26 01:00:00,2025-05-26 13:00:00,Preventive,Hydraulic Fault,12.0,68794
M00319,QC08,2025-11-10 22:00:00,2025-11-11 00:00:00,Preventive,Electrical Failure,2.0,75193
M00320,E015,2026-01-12 23:00:00,2026-01-13 04:00:00,Corrective,Electrical Failure,5.0,83357
M00321,E002,2026-05-29 06:00:00,2026-05-29 13:00:00,Preventive,Routine,7.0,26816
M00322,E011,2026-03-05 12:00:00,2026-03-05 21:00:00,Corrective,Mechanical Wear,9.0,52919
M00323,E017,2025-10-02 01:00:00,2025-10-02 10:00:00,Preventive,Mechanical Wear,9.0,41378
M00324,E010,2025-03-07 01:00:00,2025-03-07 04:00:00,Corrective,Electrical Failure,3.0,30844
M00325,QC03,2025-03-10 01:00:00,2025-03-10 13:00:00,Preventive,Routine,12.0,18250
M00326,E013,2025-03-15 14:00:00,2025-03-15 15:00:00,Preventive,Routine,1.0,66919
M00327,E006,2025-05-07 14:00:00,2025-05-08 02:00:00,Preventive,Hydraulic Fault,12.0,78784
M00328,QC08,2026-02-17 23:00:00,2026-02-18 00:00:00,Corrective,Hydraulic Fault,1.0,44327
M00329,E014,2025-10-15 18:00:00,2025-10-16 03:00:00,Preventive,Mechanical Wear,9.0,38408
M00330,E004,2026-04-16 08:00:00,2026-04-16 14:00:00,Corrective,Electrical Failure,6.0,35747
M00331,E007,2026-01-19 18:00:00,2026-01-19 23:00:00,Corrective,Routine,5.0,54336
M00332,E012,2026-01-20 12:00:00,2026-01-20 13:00:00,Corrective,Routine,1.0,32643
M00333,E011,2025-10-17 21:00:00,2025-10-18 03:00:00,Preventive,Hydraulic Fault,6.0,20774
M00334,QC02,2025-11-07 11:00:00,2025-11-07 20:00:00,Preventive,Electrical Failure,9.0,45912
M00335,E007,2025-05-20 00:00:00,2025-05-20 02:00:00,Corrective,Mechanical Wear,2.0,23009
M00336,E020,2026-08-01 09:00:00,2026-08-01 12:00:00,Corrective,Mechanical Wear,3.0,60790
M00337,E020,2025-06-23 16:00:00,2025-06-23 20:00:00,Preventive,Mechanical Wear,4.0,98355
M00338,E017,2025-10-14 02:00:00,2025-10-14 07:00:00,Preventive,Mechanical Wear,5.0,69203
M00339,E005,2025-10-30 22:00:00,2025-10-31 05:00:00,Corrective,Mechanical Wear,7.0,38068
M00340,E006,2026-04-07 07:00:00,2026-04-07 10:00:00,Corrective,Routine,3.0,73793
M00341,QC02,2025-01-30 09:00:00,2025-01-30 20:00:00,Preventive,Electrical Failure,11.0,32238
M00342,E006,2025-03-25 00:00:00,2025-03-25 11:00:00,Preventive,Routine,11.0,82619
M00343,E002,2026-06-29 02:00:00,2026-06-29 10:00:00,Preventive,Electrical Failure,8.0,14193
M00344,QC02,2025-12-29 08:00:00,2025-12-29 18:00:00,Corrective,Hydraulic Fault,10.0,43469
M00345,QC05,2026-05-16 17:00:00,2026-05-16 22:00:00,Preventive,Electrical Failure,5.0,70064
M00346,E012,2026-05-19 19:00:00,2026-05-20 06:00:00,Preventive,Routine,11.0,22664
M00347,E016,2025-11-01 00:00:00,2025-11-01 02:00:00,Corrective,Hydraulic Fault,2.0,10756
M00348,E013,2026-09-09 13:00:00,2026-09-10 00:00:00,Corrective,Hydraulic Fault,11.0,14828
M00349,E016,2025-08-10 10:00:00,2025-08-10 12:00:00,Preventive,Routine,2.0,84122
M00350,E016,2026-03-24 01:00:00,2026-03-24 03:00:00,Preventive,Electrical Failure,2.0,23933
M00351,E006,2026-04-13 18:00:00,2026-04-13 19:00:00,Preventive,Routine,1.0,14363
M00352,QC03,2025-05-04 17:00:00,2025-05-04 23:00:00,Corrective,Hydraulic Fault,6.0,76880
M00353,QC04,2026-05-28 09:00:00,2026-05-28 12:00:00,Corrective,Electrical Failure,3.0,18038
M00354,E018,2025-09-28 11:00:00,2025-09-28 16:00:00,Corrective,Hydraulic Fault,5.0,77936
M00355,E006,2025-06-15 06:00:00,2025-06-15 12:00:00,Corrective,Routine,6.0,16734
M00356,E004,2025-06-10 09:00:00,2025-06-10 19:00:00,Corrective,Electrical Failure,10.0,41101
M00357,E001,2025-01-12 23:00:00,2025-01-13 07:00:00,Corrective,Hydraulic Fault,8.0,34291
M00358,E002,2025-05-05 08:00:00,2025-05-05 15:00:00,Preventive,Electrical Failure,7.0,69593
M00359,E003,2026-05-13 15:00:00,2026-05-14 00:00:00,Preventive,Mechanical Wear,9.0,27652
M00360,QC06,2026-06-18 23:00:00,2026-06-19 01:00:00,Corrective,Hydraulic Fault,2.0,84017
M00361,E010,2025-04-02 12:00:00,2025-04-02 23:00:00,Preventive,Hydraulic Fault,11.0,14134
M00362,QC02,2026-04-01 16:00:00,2026-04-02 01:00:00,Corrective,Hydraulic Fault,9.0,18867
M00363,E010,2025-12-17 22:00:00,2025-12-18 00:00:00,Corrective,Mechanical Wear,2.0,97425
M00364,E018,2026-07-24 13:00:00,2026-07-24 15:00:00,Preventive,Mechanical Wear,2.0,97577
M00365,E013,2025-05-03 22:00:00,2025-05-03 23:00:00,Preventive,Electrical Failure,1.0,88125
M00366,E011,2026-09-11 07:00:00,2026-09-11 11:00:00,Preventive,Hydraulic Fault,4.0,59519
M00367,E009,2026-05-28 17:00:00,2026-05-28 18:00:00,Corrective,Routine,1.0,41612
M00368,E002,2025-11-21 21:00:00,2025-11-21 22:00:00,Preventive,Electrical Failure,1.0,43239
M00369,E006,2025-04-08 18:00:00,2025-04-09 00:00:00,Preventive,Electrical Failure,6.0,66260
M00370,E006,2025-06-24 15:00:00,2025-06-24 17:00:00,Corrective,Electrical Failure,2.0,88764
M00371,E001,2025-04-02 11:00:00,2025-04-02 22:00:00,Preventive,Mechanical Wear,11.0,80064
M00372,E012,2026-02-03 06:00:00,2026-02-03 12:00:00,Corrective,Routine,6.0,37172
M00373,E014,2026-07-06 23:00:00,2026-07-07 03:00:00,Corrective,Hydraulic Fault,4.0,47752
M00374,E009,2025-05-09 01:00:00,2025-05-09 11:00:00,Corrective,Routine,10.0,90409
M00375,E014,2026-05-25 17:00:00,2026-05-25 20:00:00,Corrective,Routine,3.0,77172
M00376,E009,2025-11-15 12:00:00,2025-11-15 20:00:00,Corrective,Electrical Failure,8.0,77124
M00377,E010,2025-05-05 16:00:00,2025-05-06 02:00:00,Corrective,Electrical Failure,10.0,86504
M00378,QC06,2026-01-03 05:00:00,2026-01-03 07:00:00,Corrective,Routine,2.0,61764
M00379,E012,2026-07-24 09:00:00,2026-07-24 20:00:00,Corrective,Mechanical Wear,11.0,37163
M00380,QC02,2026-02-07 12:00:00,2026-02-07 17:00:00,Corrective,Mechanical Wear,5.0,90121
M00381,E019,2025-09-14 06:00:00,2025-09-14 18:00:00,Preventive,Electrical Failure,12.0,15518
M00382,E012,2025-04-01 18:00:00,2025-04-01 21:00:00,Corrective,Hydraulic Fault,3.0,10310
M00383,E012,2026-01-02 18:00:00,2026-01-02 19:00:00,Corrective,Mechanical Wear,1.0,67260
M00384,E003,2025-11-24 18:00:00,2025-11-24 19:00:00,Preventive,Hydraulic Fault,1.0,19036
M00385,QC02,2025-02-28 20:00:00,2025-03-01 03:00:00,Corrective,Electrical Failure,7.0,34353
M00386,QC02,2026-05-05 04:00:00,2026-05-05 11:00:00,Preventive,Electrical Failure,7.0,37775
M00387,QC02,2026-04-12 16:00:00,2026-04-12 22:00:00,Corrective,Routine,6.0,51200
M00388,E003,2026-08-23 07:00:00,2026-08-23 19:00:00,Preventive,Hydraulic Fault,12.0,95676
M00389,QC01,2026-07-06 22:00:00,2026-07-07 05:00:00,Preventive,Electrical Failure,7.0,16444
M00390,E008,2025-12-14 07:00:00,2025-12-14 12:00:00,Corrective,Mechanical Wear,5.0,14434
M00391,E001,2025-10-18 14:00:00,2025-10-18 16:00:00,Preventive,Hydraulic Fault,2.0,71235
M00392,E012,2025-11-07 23:00:00,2025-11-08 06:00:00,Corrective,Mechanical Wear,7.0,54639
M00393,QC02,2026-02-26 01:00:00,2026-02-26 03:00:00,Corrective,Hydraulic Fault,2.0,37641
M00394,QC08,2025-02-01 03:00:00,2025-02-01 13:00:00,Preventive,Mechanical Wear,10.0,59178
M00395,E011,2025-06-30 20:00:00,2025-07-01 04:00:00,Preventive,Routine,8.0,99475
M00396,E007,2025-05-23 02:00:00,2025-05-23 03:00:00,Corrective,Routine,1.0,78010
M00397,E001,2025-03-11 12:00:00,2025-03-11 23:00:00,Preventive,Electrical Failure,11.0,37471
M00398,E011,2025-06-26 03:00:00,2025-06-26 04:00:00,Preventive,Mechanical Wear,1.0,59318
M00399,QC02,2026-04-13 11:00:00,2026-04-13 23:00:00,Preventive,Routine,12.0,90376
M00400,E001,2026-06-30 19:00:00,2026-06-30 22:00:00,Corrective,Electrical Failure,3.0,47337
M00401,E008,2025-02-25 09:00:00,2025-02-25 16:00:00,Preventive,Routine,7.0,35076
M00402,QC08,2025-10-28 07:00:00,2025-10-28 11:00:00,Corrective,Routine,4.0,81078
M00403,E010,2025-01-25 08:00:00,2025-01-25 16:00:00,Corrective,Routine,8.0,77106
M00404,E005,2025-04-22 19:00:00,2025-04-23 01:00:00,Corrective,Routine,6.0,40728
M00405,QC08,2025-06-20 13:00:00,2025-06-20 21:00:00,Preventive,Electrical Failure,8.0,39099
M00406,E005,2025-06-17 16:00:00,2025-06-18 00:00:00,Corrective,Routine,8.0,89637
M00407,E012,2025-01-01 16:00:00,2025-01-02 02:00:00,Corrective,Hydraulic Fault,10.0,66542
M00408,E011,2025-09-06 23:00:00,2025-09-07 04:00:00,Corrective,Electrical Failure,5.0,70894
M00409,E003,2026-08-02 12:00:00,2026-08-02 18:00:00,Corrective,Electrical Failure,6.0,63565
M00410,QC03,2025-12-20 23:00:00,2025-12-21 06:00:00,Corrective,Hydraulic Fault,7.0,53629
M00411,E012,2026-03-18 02:00:00,2026-03-18 05:00:00,Corrective,Hydraulic Fault,3.0,76858
M00412,E011,2025-05-31 13:00:00,2025-05-31 22:00:00,Preventive,Electrical Failure,9.0,85646
M00413,E016,2025-01-13 16:00:00,2025-01-13 17:00:00,Preventive,Electrical Failure,1.0,40143
M00414,E019,2026-02-13 21:00:00,2026-02-14 07:00:00,Corrective,Electrical Failure,10.0,12412
M00415,QC02,2025-04-06 18:00:00,2025-04-06 20:00:00,Corrective,Hydraulic Fault,2.0,52979
M00416,QC04,2025-08-14 20:00:00,2025-08-15 05:00:00,Corrective,Routine,9.0,35261
M00417,QC08,2025-05-13 04:00:00,2025-05-13 05:00:00,Corrective,Routine,1.0,92325
M00418,E018,2025-09-06 09:00:00,2025-09-06 10:00:00,Corrective,Routine,1.0,53714
M00419,E020,2025-10-05 09:00:00,2025-10-05 15:00:00,Preventive,Electrical Failure,6.0,33050
M00420,E009,2026-04-12 02:00:00,2026-04-12 11:00:00,Preventive,Mechanical Wear,9.0,41870
M00421,E017,2026-04-29 10:00:00,2026-04-29 15:00:00,Corrective,Routine,5.0,77300
M00422,E005,2025-06-30 02:00:00,2025-06-30 07:00:00,Preventive,Mechanical Wear,5.0,99916
M00423,E020,2025-12-18 02:00:00,2025-12-18 11:00:00,Corrective,Hydraulic Fault,9.0,84823
M00424,E018,2025-12-29 00:00:00,2025-12-29 09:00:00,Preventive,Routine,9.0,13398
M00425,QC07,2025-10-04 20:00:00,2025-10-04 23:00:00,Preventive,Hydraulic Fault,3.0,45133
M00426,E018,2025-06-05 10:00:00,2025-06-05 19:00:00,Preventive,Mechanical Wear,9.0,21875
M00427,E016,2026-03-30 16:00:00,2026-03-31 00:00:00,Corrective,Electrical Failure,8.0,56020
M00428,E010,2026-07-27 21:00:00,2026-07-28 06:00:00,Corrective,Routine,9.0,74872
M00429,E007,2026-06-13 04:00:00,2026-06-13 05:00:00,Corrective,Mechanical Wear,1.0,79968
M00430,E014,2025-08-13 01:00:00,2025-08-13 13:00:00,Preventive,Electrical Failure,12.0,79965
M00431,QC03,2025-06-26 17:00:00,2025-06-27 02:00:00,Preventive,Mechanical Wear,9.0,47908
M00432,E018,2025-05-01 04:00:00,2025-05-01 09:00:00,Preventive,Electrical Failure,5.0,28146
M00433,E005,2025-01-13 22:00:00,2025-01-14 02:00:00,Preventive,Hydraulic Fault,4.0,38000
M00434,E007,2025-05-09 18:00:00,2025-05-10 05:00:00,Corrective,Electrical Failure,11.0,93382
M00435,E001,2026-05-31 05:00:00,2026-05-31 11:00:00,Corrective,Mechanical Wear,6.0,34765
M00436,E020,2025-05-26 00:00:00,2025-05-26 08:00:00,Corrective,Mechanical Wear,8.0,83241
M00437,E017,2025-10-04 20:00:00,2025-10-05 00:00:00,Corrective,Electrical Failure,4.0,58122
M00438,E020,2026-06-13 06:00:00,2026-06-13 14:00:00,Corrective,Mechanical Wear,8.0,62605
M00439,E009,2025-10-31 22:00:00,2025-10-31 23:00:00,Corrective,Hydraulic Fault,1.0,48914
M00440,E015,2025-01-25 17:00:00,2025-01-25 21:00:00,Corrective,Electrical Failure,4.0,53532
M00441,E017,2026-07-02 09:00:00,2026-07-02 13:00:00,Corrective,Electrical Failure,4.0,82435
M00442,E010,2026-05-16 23:00:00,2026-05-17 06:00:00,Preventive,Routine,7.0,10444
M00443,E014,2026-03-29 00:00:00,2026-03-29 06:00:00,Corrective,Routine,6.0,46750
M00444,E007,2025-12-12 08:00:00,2025-12-12 16:00:00,Corrective,Mechanical Wear,8.0,73932
M00445,E007,2025-10-03 20:00:00,2025-10-04 02:00:00,Corrective,Mechanical Wear,6.0,59516
M00446,E004,2025-09-12 07:00:00,2025-09-12 15:00:00,Corrective,Mechanical Wear,8.0,87362
M00447,E007,2026-01-21 18:00:00,2026-01-22 00:00:00,Preventive,Hydraulic Fault,6.0,96941
M00448,E010,2025-04-13 22:00:00,2025-04-14 00:00:00,Preventive,Hydraulic Fault,2.0,71976
M00449,QC06,2025-03-06 22:00:00,2025-03-07 08:00:00,Preventive,Mechanical Wear,10.0,21500
M00450,QC06,2025-10-23 03:00:00,2025-10-23 13:00:00,Corrective,Mechanical Wear,10.0,32535
M00451,E005,2025-11-16 17:00:00,2025-11-17 04:00:00,Corrective,Routine,11.0,92904
M00452,E006,2025-05-09 12:00:00,2025-05-10 00:00:00,Corrective,Mechanical Wear,12.0,70216
M00453,QC04,2026-06-27 18:00:00,2026-06-28 00:00:00,Preventive,Electrical Failure,6.0,65371
M00454,QC06,2026-01-01 19:00:00,2026-01-01 20:00:00,Preventive,Mechanical Wear,1.0,24003
M00455,E002,2025-09-18 20:00:00,2025-09-18 21:00:00,Corrective,Routine,1.0,65614
M00456,E011,2025-10-03 01:00:00,2025-10-03 04:00:00,Preventive,Electrical Failure,3.0,88808
M00457,E017,2025-08-04 23:00:00,2025-08-05 00:00:00,Preventive,Electrical Failure,1.0,73457
M00458,E017,2025-02-24 13:00:00,2025-02-25 01:00:00,Preventive,Mechanical Wear,12.0,88726
M00459,E010,2025-11-12 09:00:00,2025-11-12 10:00:00,Preventive,Mechanical Wear,1.0,20029
M00460,QC08,2026-06-11 00:00:00,2026-06-11 06:00:00,Corrective,Hydraulic Fault,6.0,61279
M00461,E004,2025-12-01 06:00:00,2025-12-01 16:00:00,Preventive,Mechanical Wear,10.0,28387
M00462,E013,2025-01-07 08:00:00,2025-01-07 16:00:00,Corrective,Mechanical Wear,8.0,76646
M00463,E013,2025-08-18 11:00:00,2025-08-18 18:00:00,Corrective,Mechanical Wear,7.0,52904
M00464,QC07,2025-04-27 08:00:00,2025-04-27 15:00:00,Preventive,Routine,7.0,70615
M00465,QC06,2026-03-21 03:00:00,2026-03-21 06:00:00,Corrective,Hydraulic Fault,3.0,75337
M00466,E011,2025-06-17 20:00:00,2025-06-17 23:00:00,Corrective,Hydraulic Fault,3.0,74221
M00467,E007,2025-10-06 21:00:00,2025-10-07 06:00:00,Preventive,Routine,9.0,60008
M00468,E017,2026-03-06 19:00:00,2026-03-07 02:00:00,Preventive,Electrical Failure,7.0,79379
M00469,QC01,2025-06-04 07:00:00,2025-06-04 13:00:00,Preventive,Hydraulic Fault,6.0,28832
M00470,E005,2025-12-11 09:00:00,2025-12-11 19:00:00,Preventive,Hydraulic Fault,10.0,13888
M00471,E003,2026-01-19 17:00:00,2026-01-20 02:00:00,Corrective,Electrical Failure,9.0,92252
M00472,E016,2025-10-10 13:00:00,2025-10-11 01:00:00,Corrective,Routine,12.0,38033
M00473,QC07,2025-11-29 17:00:00,2025-11-30 01:00:00,Corrective,Hydraulic Fault,8.0,42481
M00474,E020,2026-08-24 00:00:00,2026-08-24 09:00:00,Corrective,Electrical Failure,9.0,96878
M00475,E020,2025-09-21 09:00:00,2025-09-21 21:00:00,Corrective,Hydraulic Fault,12.0,92209
M00476,E008,2025-03-18 20:00:00,2025-03-19 00:00:00,Corrective,Routine,4.0,59782
M00477,QC03,2025-05-16 10:00:00,2025-05-16 15:00:00,Corrective,Electrical Failure,5.0,80801
M00478,QC01,2025-02-08 08:00:00,2025-02-08 13:00:00,Preventive,Mechanical Wear,5.0,84693
M00479,QC08,2026-09-12 13:00:00,2026-09-13 00:00:00,Preventive,Electrical Failure,11.0,47743
M00480,QC06,2025-07-03 16:00:00,2025-07-03 22:00:00,Corrective,Electrical Failure,6.0,62104
M00481,QC03,2026-01-25 07:00:00,2026-01-25 17:00:00,Preventive,Mechanical Wear,10.0,84470
M00482,E002,2026-04-26 09:00:00,2026-04-26 18:00:00,Corrective,Mechanical Wear,9.0,95268
M00483,E011,2025-10-19 20:00:00,2025-10-19 21:00:00,Preventive,Hydraulic Fault,1.0,36863
M00484,E016,2025-07-23 05:00:00,2025-07-23 10:00:00,Preventive,Mechanical Wear,5.0,13889
M00485,E016,2026-08-04 23:00:00,2026-08-05 11:00:00,Preventive,Mechanical Wear,12.0,74943
M00486,E001,2025-04-12 17:00:00,2025-04-13 05:00:00,Corrective,Routine,12.0,40115
M00487,E020,2025-02-21 17:00:00,2025-02-22 03:00:00,Preventive,Routine,10.0,41418
M00488,E011,2026-07-08 21:00:00,2026-07-09 00:00:00,Preventive,Electrical Failure,3.0,14976
M00489,QC03,2025-12-21 08:00:00,2025-12-21 10:00:00,Corrective,Hydraulic Fault,2.0,31096
M00490,E018,2025-12-01 08:00:00,2025-12-01 11:00:00,Corrective,Routine,3.0,70215
M00491,E015,2026-08-19 23:00:00,2026-08-20 00:00:00,Corrective,Hydraulic Fault,1.0,91130
M00492,E020,2026-08-11 23:00:00,2026-08-12 05:00:00,Corrective,Electrical Failure,6.0,94489
M00493,E008,2026-07-17 13:00:00,2026-07-17 23:00:00,Corrective,Mechanical Wear,10.0,48678
M00494,QC07,2025-09-21 16:00:00,2025-09-21 18:00:00,Corrective,Mechanical Wear,2.0,33744
M00495,E006,2026-03-07 12:00:00,2026-03-07 19:00:00,Preventive,Mechanical Wear,7.0,76577
M00496,E011,2025-05-05 21:00:00,2025-05-06 05:00:00,Preventive,Electrical Failure,8.0,32778
M00497,QC08,2025-09-04 11:00:00,2025-09-04 21:00:00,Preventive,Mechanical Wear,10.0,98443
M00498,E010,2025-11-09 20:00:00,2025-11-10 04:00:00,Preventive,Mechanical Wear,8.0,10293
M00499,E005,2026-07-24 04:00:00,2026-07-24 12:00:00,Corrective,Electrical Failure,8.0,10455
M00500,E003,2025-11-26 17:00:00,2025-11-26 22:00:00,Preventive,Electrical Failure,5.0,33841
